PhraseId	SentenceId	Phrase	Sentiment
108617	5749	a skillfully assembled , highly polished and professional adaptation ...	4
70577	3597	be impossible to sit through	0
134915	7281	disturbing way	1
6424	254	overall the film	2
36860	1746	taut	2
117212	6253	constructed a film so labyrinthine that it defeats his larger purpose	1
25032	1141	heads	2
74786	3833	for a lifetime	2
103686	5468	dismissed as mindless	0
14984	644	prospect	2
92452	4815	Simplistic , silly and tedious .	1
64589	3268	is nearly ready to keel over	2
141922	7698	for its decrepit freaks	2
42860	2071	Executed with such gentle but insistent sincerity , with such good humor and	4
101659	5351	The script boasts some tart TV-insider humor , but	2
78297	4028	sparkling retina candy	3
62943	3185	is clever and funny , is amused by its special effects	3
39055	1864	a daily grind can kill love	2
103177	5442	the visceral sensation	3
36933	1750	the highly predictable narrative	1
82949	4283	dream Hispanic role	2
2419	93	so much	2
58330	2940	in Late Marriage	2
89113	4632	... have made the old boy 's characters more quick-witted than any English Lit	3
62679	3170	Ram Dass	2
105343	5562	moviegoers for real characters and compelling plots	3
2008	76	Contrived pastiche	2
687	25	The plot is romantic comedy boilerplate from start to finish .	2
84409	4366	still fun and enjoyable and so aggressively silly	3
74540	3821	twist that everyone except the characters in it can see coming a mile away .	2
47547	2317	grown-ups	2
59647	3009	happened to good actors .	2
66976	3400	loved this film .	4
92864	4837	a documentary to disregard available bias	3
90971	4732	a funny little movie	3
75299	3863	games , wire fu , horror movies , mystery , James Bond ,	2
123314	6618	interesting to say	2
13402	577	started to wonder if	2
114992	6124	this morph	2
43582	2110	French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition	3
152525	8322	whether they be of nature , of man or of one another	2
100930	5300	our Hollywood	2
40305	1929	tackling serious themes	3
52022	2566	of insulting , both to men and women	1
106817	5641	, the movie is in a class by itself	3
122318	6556	is strictly by the book	2
152267	8308	paced parable of renewal .	2
13797	595	Babak Payami 's boldly quirky Iranian drama Secret Ballot ...	3
87676	4552	instead of film	2
63054	3190	this 20th anniversary edition	2
62091	3139	a deeper , more direct connection	3
131554	7088	were n't true	2
128925	6933	fairly revealing study	2
114519	6092	, first-class , natural acting and a look at `` the real Americans '' make this a charmer .	4
152998	8354	A fake street drama that keeps telling you things instead of showing them	1
98783	5180	90-minute , four-star movie	4
76135	3906	about to burst across America 's winter movie screens	2
62502	3162	While the transgressive trappings -LRB- especially the frank sex scenes -RRB- ensure that the film is never dull	3
28677	1327	an artist who has been awarded mythic status in contemporary culture	4
30720	1429	liked the original short story but this movie , even at an hour and twenty-some minutes	2
68009	3451	ridiculous Bolero	1
50717	2494	more fun watching a documentary	1
89777	4672	involving Aragorn 's dreams of Arwen	2
106001	5597	flashbulb editing	2
36225	1711	keeping themselves kicking	3
86848	4499	expert comic timing	4
145457	7903	Go .	2
145111	7884	A mediocre exercise in target demographics , unaware that it 's the butt of its own joke .	1
116605	6219	should not get the first and last look at one of the most triumphant performances of Vanessa Redgrave 's career .	3
144060	7818	would shake us in our boots -LRB- or cinema seats -RRB-	2
146808	7987	is sung in Italian	2
148012	8056	wholly unnecessary pre-credit sequence	1
56499	2838	looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably .	3
112038	5947	the whodunit level	2
111626	5924	that all life centered on that place , that time and that sport	2
112375	5968	Alan and his fellow survivors	2
96473	5040	sometimes still can be made	2
114513	6092	the predictable parent vs. child coming-of-age theme	1
3623	135	toward	2
29607	1372	meaning and consolation	2
115215	6136	that you should never , ever , leave a large dog alone with a toddler	2
90398	4705	a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone .	1
19875	879	A fifty car pileup	1
34589	1626	Quaid	2
140068	7599	, you ca n't help but get caught up in the thrill of the company 's astonishing growth .	4
115315	6142	An immensely entertaining look at some of the unsung heroes of 20th century pop music .	4
81769	4218	hidden-agenda drama	1
150289	8185	're interested in Anne Geddes , John Grisham , and Thomas Kincaid	2
62522	3162	beast-within metaphor	2
29593	1371	that has no point and goes nowhere	0
83608	4320	of the film 's producers	2
45289	2203	a visceral sense of its characters ' lives and conflicted emotions that carries it far above ... what could have been a melodramatic , Lifetime Channel-style anthology	3
93521	4876	sloppy , made-for-movie	0
23883	1085	Family portrait of need , neurosis and nervy	2
4606	175	that other Imax films do n't	2
31700	1485	earned a 50-year friendship	2
33269	1558	overlooked pitfalls	1
13455	578	popular Gulzar and Jagjit Singh	3
55094	2747	unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .	0
28723	1331	A semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of Bugsy than the caterer	0
39943	1909	overcoming-obstacles	2
117897	6298	has a lot to do with the casting of Juliette Binoche as Sand , who brings to the role her pale , dark beauty and characteristic warmth	3
110989	5881	A profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .	0
135235	7302	Without any redeeming value whatsoever	0
79397	4090	is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work .	3
32851	1539	ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness	3
127884	6879	Halloween 's	2
112225	5959	terrifically entertaining	4
40015	1916	A full experience ,	3
94156	4913	to work with , sort of like Michael Jackson 's nose	1
113749	6045	ways that elude the more nationally settled	2
27841	1278	bears out as your typical junkie opera	0
56210	2817	Samuel Beckett applied to the Iranian voting process .	2
54738	2725	For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference	3
155423	8507	in a downward narcotized spiral	1
120409	6438	over every point	2
81777	4219	is a challenging film , if not always a narratively cohesive one .	2
112626	5980	the warfare	2
17259	749	to the issues Brecht faced as his life drew to a close	2
103762	5470	the zeroes	2
89862	4676	it would have felt like a cheat	2
36492	1726	Even if the Naipaul original remains the real masterpiece , the movie possesses its own languorous charm .	4
131094	7064	grandly called his ` angels of light	2
99306	5208	If you 're in the right B-movie frame of mind , it may just scare the pants off you .	3
86639	4487	Razzie	2
136002	7347	lack of a pyschological center	2
9950	417	as are the scenes of Jia with his family	2
41869	2015	capable of anteing up some movie star charisma	3
61146	3090	a boring man ,	1
66848	3391	inside and	2
5988	240	of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department	2
10951	467	the edge of your seat with its shape-shifting perils , political intrigue and brushes	4
145632	7916	deserving of its Oscar nomination	4
112568	5978	are lukewarm and quick to pass	2
36943	1750	to behold	2
39834	1903	made it an exhilarating	2
43986	2132	is a filmmaker of impressive talent .	3
28731	1331	so sloppily written	1
33717	1584	Bad company .	1
58103	2928	The Last Metro -RRB- was more melodramatic	2
54377	2702	potboiler until its absurd , contrived , overblown , and entirely implausible finale	0
108469	5740	from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply	3
78929	4061	humorous , all-too-human look	4
12441	533	is strictly a lightweight escapist film .	3
119736	6403	he has put in service .	2
130787	7048	conveys the passion , creativity , and fearlessness of one of Mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all	3
107478	5678	the ways in which we all lose track of ourselves by trying	2
23456	1064	reduced mainly to batting his sensitive eyelids	2
106159	5606	a college student who sees himself as impervious to a fall	2
44298	2148	of your seat a couple of times	2
50315	2473	good three days	2
150320	8187	no amount of imagination , no creature	1
88125	4577	they are actually releasing it into theaters	2
62570	3164	into the humanity of its people	2
84569	4375	cheek in the film	2
57794	2912	It 's up to -LRB- Watts -RRB- to lend credibility to this strange scenario ,	2
14125	609	hobnail boots over Natalie Babbitt 's gentle , endearing 1975 children 's novel	2
136525	7381	crisp clarity	3
68141	3459	is a step down for director Gary Fleder .	1
108435	5738	Woody Allen has really found his groove these days .	4
45149	2192	without a conclusion or pay off	0
126296	6788	showy	1
11348	488	interpretation	2
71312	3638	A powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .	3
34830	1639	that 's always fun to watch	3
40253	1928	slow-motion	2
82664	4268	is rich in emotional texture	3
17846	775	Brady	3
11953	512	Todd	2
133296	7192	of teen life	2
121842	6529	the predictability of bland comfort food	1
126391	6795	Indian wedding	2
51243	2522	Despite some charm and heart	2
53362	2647	as I 'm the One That I Want	3
123594	6637	of The Fugitive , Blade Runner , and Total Recall , only without much energy or tension	1
144492	7844	the hearts and minds	3
61299	3098	be a most hard-hearted person	1
1786	66	designed	2
1565	58	in love with myth	3
132199	7127	somebodies	2
74291	3805	tepid and	1
9879	413	Bearable .	2
130486	7031	Jackson and Bledel -RRB-	2
68917	3501	In the end , The Weight of Water comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries . '	1
49861	2446	What 's missing in Murder by Numbers	1
121209	6490	its redundancies	2
152238	8306	the movie 's inescapable air of sleaziness	0
118514	6333	movies dominated by CGI aliens and super heroes	2
22395	1010	a knack for wrapping the theater in a cold blanket of urban desperation	2
24366	1107	mourns her tragedies	2
34502	1620	unfunny Phonce	1
14675	632	can feel the love .	3
20841	930	when you 're in the most trouble	2
47679	2323	fulfill her dreams	2
85568	4425	be convinced that he has something significant to say	2
30433	1412	stamina	2
153467	8382	filling in during the real NBA 's off-season	2
145825	7926	the canon of Chan	2
12381	530	of the best films of the year	4
11403	489	schizophrenia	2
9913	415	elicits	2
5815	231	like the killer in Insomnia	2
141737	7689	utterly pointless	0
17247	749	three days	2
28117	1291	the phony baloney movie biz	0
141667	7685	hugely entertaining and uplifting	3
30078	1396	romance , tragedy , false dawns , real dawns , comic relief	2
30373	1410	well-defined sense	3
128412	6908	do n't seem ever to run out of ideas	3
60146	3033	by cliches , painful improbability and murky points	1
21224	949	enterprise	2
29969	1389	actually clicks .	3
73234	3740	demonstrates just how far his storytelling skills have eroded .	0
134596	7262	than anything seen on Jerry Springer	1
42147	2028	direct-to-video\/DVD category	1
106824	5642	Almost everything	2
28166	1294	dramatic impact	3
41288	1981	says	2
10007	421	a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today	3
20623	920	does have a center , though a morbid one .	2
61704	3117	still evolving	2
83193	4295	ca n't .	2
83728	4328	Pray does n't have a passion for the material .	1
2219	84	Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening	3
97415	5094	in ``	2
143327	7780	helps breathe some life into the insubstantial plot	2
96890	5066	A heady , biting , be-bop	3
150804	8219	This is a movie full of grace and	4
120829	6466	will just as likely make you weep	3
153124	8361	this trite , predictable rehash	1
76406	3925	, money and celluloid	2
94519	4934	but rather , ` How can you charge money for this ? '	0
105545	5573	you may never again be able to look at a red felt Sharpie pen without disgust , a thrill , or the giggles .	3
119700	6402	heavy sentiment and lightweight meaning	2
22841	1034	Highly uneven and	1
85580	4425	that appeals to me	3
40297	1929	His Girl Friday ,	2
120042	6420	siuation	2
96633	5047	much interest in the Elizabethans	2
93539	4876	to evaluate his own work	2
104617	5524	Murdock and	2
300	11	a source of high hilarity	3
96671	5049	's impossible to even categorize this as a smutty guilty pleasure	2
127127	6837	their often heartbreaking testimony , spoken directly into director Patricio Guzman 's camera ,	3
136127	7356	write and deliver a one liner as well as anybody	3
145552	7912	tough enough to fit in any modern action movie	3
2999	113	taking it all as Very Important	2
129174	6946	Little more than a super-sized infomercial for the cable-sports channel and its Summer X Games .	2
50598	2489	A fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .	4
11397	489	is able to visualize schizophrenia but	2
152239	8306	the movie 's inescapable air	2
112948	5998	any viewer ,	2
46992	2289	always brooding look	2
40867	1957	magical enough to bring off this kind of whimsy	3
99239	5203	funniest moments	3
63109	3191	my greatest pictures ,	4
155506	8512	A sly dissection of the inanities of the contemporary music business and a rather sad story of the difficulties of artistic collaboration .	2
83107	4289	a movie like Ballistic : Ecks Vs. Sever	2
123381	6624	where nothing 's happening	1
58581	2952	a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good	2
87330	4529	a kinetic life	2
87010	4510	's hardly	2
112569	5978	lukewarm and quick to pass	1
41946	2017	your watch	2
103555	5461	which is as bad at it is cruel	2
125347	6735	$ 20	2
146992	8000	with a great premise but only a great premise	2
83175	4293	altogether darker side	1
52391	2591	opera-ish dialogue	1
34992	1646	derive	2
132873	7164	venturesome	3
53376	2648	Chinese film	2
25111	1148	has a tougher time balancing its violence with Kafka-inspired philosophy	1
137370	7433	Most of the information has already appeared in one forum or another and , no matter how Broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence	1
151572	8267	in an inarticulate screenplay	1
95132	4961	with phony humility barely camouflaging grotesque narcissism	0
126348	6793	Khouri	2
153754	8398	than routine	2
44752	2170	Life on the rez is no picnic	2
81169	4182	showboating	2
33493	1571	Blandly	1
151956	8292	provide an emotional edge to its ultimate demise	2
119152	6368	what they feel	2
2506	96	Invigorating , surreal , and resonant with a rainbow	4
33569	1574	gripping performances	3
92899	4839	I suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener	1
130676	7040	references to faith and rainbows	2
141277	7663	, you are likely to be as heartily sick of mayhem as Cage 's war-weary marine .	1
7124	289	Robinson 's web of suspense	3
68659	3488	when you wake up in the morning	2
121653	6519	a no-surprise series	2
141217	7659	anew	2
53458	2650	members	2
88448	4597	young Japanese	2
77987	4014	to focus on the hero 's odyssey from cowering poverty to courage and happiness	2
40136	1922	own pseudo-witty copycat interpretations	2
28945	1341	in a world that is very , very far from the one most of us inhabit	2
92867	4837	disregard available bias	2
149338	8126	scattershot	2
4799	183	Mamet 's `` House of Games '' and last fall 's `` Heist ''	2
13245	570	build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life	2
133123	7179	in a war zone	2
22946	1038	as you might have guessed	2
31916	1494	World Traveler might not go anywhere new , or arrive anyplace special ,	1
111177	5893	be as dramatic	2
49981	2453	What 's infuriating about Full Frontal	1
152004	8294	his tone retains a genteel , prep-school quality that feels dusty and leatherbound	2
52421	2593	is worth searching out	3
11069	472	's more of the ` laughing at ' variety than the ` laughing with	1
109367	5792	the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards	2
84340	4358	that 's better than its predecessor	3
14679	633	Its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie 's presentation , which is way too stagy .	1
105366	5564	the 30-year friendship	2
9690	403	Gyllenhaal	2
64376	3259	low-key , organic way	2
63521	3215	powerful , chilling , and affecting study	3
11916	511	's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin	1
85883	4444	ever seem to hit	2
9467	394	averse as I usually am to feel-good , follow-your-dream Hollywood fantasies	2
44379	2150	as any after-school special you can imagine	2
110844	5873	without relying on animation or dumb humor	2
46391	2255	intense and engrossing	3
108622	5749	skillfully assembled , highly polished	4
41046	1968	When the precise nature of Matthew 's predicament finally comes into sharp focus , the revelation fails to justify the build-up .	2
68155	3460	to Remember	2
102688	5409	Lucy Liu	2
109530	5802	meets Goodfellas in this easily skippable hayseeds-vs .	0
119478	6388	shot on digital video , whose tiny camera enables Shafer to navigate spaces both large ... and small ... with considerable aplomb	3
81764	4217	to argue much	2
30883	1437	than typical documentary footage which hurts the overall impact of the film	1
53214	2641	vivid , spicy footnote	4
2404	92	any Dummies guide ,	2
142114	7709	of loss and denial and life-at-arm 's - length in the film	1
98552	5165	fans ' lofty expectations	2
29035	1344	a fresh way	3
150128	8177	adhering	2
66116	3354	A journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes Holly and Marina tick	3
66742	3387	Driven by a fantastic dual performance from Ian Holm ... the film is funny , insightfully human and a delightful lark for history buffs	3
98093	5139	to the Soderbergh faithful	2
82417	4255	even a trace	2
53637	2663	depressingly	2
147995	8055	lovingly rendered	3
13006	560	captures , in luminous interviews and amazingly evocative film from three decades ago	3
50605	2489	clever and subtle	4
69481	3532	uppity musical	2
72764	3716	make you laugh	3
799	29	appropriate the structure of Arthur Schnitzler 's Reigen	2
128483	6911	of its sparse dialogue	2
149014	8108	None of this sounds promising and , indeed , the first half of Sorority Boys is as appalling as any ` comedy ' to ever spill from a projector 's lens	1
31115	1451	oftentimes	2
33567	1574	an intelligent screenplay	4
101281	5323	all its agonizing , Catch-22 glory	3
69573	3537	crafted a deceptively casual ode to children and managed to convey a tiny sense of hope	3
72896	3722	his own infinite	2
112725	5986	touching film	4
126442	6799	Its simplicity puts an exclamation point on the fact that this is n't something to be taken seriously , but	2
126567	6805	make the film more silly than scary , like some sort of Martha Stewart decorating program run amok .	1
29658	1374	satire and unabashed sweetness	3
69225	3518	for power	2
93409	4870	different over actually pulling it off	2
51821	2556	big studio	2
128472	6911	the scintillating force	3
66176	3355	even more unmentionable subjects seem like mere splashing around in the muck	1
118681	6344	It 's a hoot watching The Rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire !	4
126212	6782	high-adrenaline documentary	4
115468	6151	rose-tinted glasses	2
3248	121	last	2
138276	7484	trounce its overly comfortable trappings	2
35824	1690	No one	2
145455	7902	House Beautiful spread	2
23423	1062	ever could be	2
103131	5439	the obstacles of a predictable outcome and a screenplay	1
58747	2962	of Water	2
68462	3473	would cut out figures from drawings and photographs and paste them together	2
55701	2786	gives itself the freedom to feel contradictory things	2
42714	2062	-LRB- she 's a best-selling writer of self-help books who ca n't help herself -RRB-	1
50358	2476	George Roy Hill 's 1973 film	2
150184	8181	Bob Crane	2
76958	3957	utterly charming	3
56947	2865	strokes the eyeballs	3
91894	4782	infantile cross-dressing routines	1
101231	5321	a dilettante	2
19206	842	30	2
146671	7979	The thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes -LRB- of which they 'll get plenty -RRB-	1
69435	3529	computer science departments	2
572	22	Hicks	2
118491	6331	ploddingly melodramatic	2
105960	5594	melodrama , sorrow , laugther , and tears	2
34417	1616	loud , brash and mainly unfunny	1
114963	6122	Kids five and up	2
128807	6928	of murder and mayhem	2
52088	2572	The skills of a calculus major at M.I.T.	3
140044	7598	just plain irrelevant	0
62932	3184	human behavior	2
105490	5570	he appears miserable throughout as he swaggers through his scenes	1
42170	2029	of films	2
30740	1430	with too much exploitation and too little art	1
8806	367	goes further	3
107281	5668	of her book	2
145578	7913	of small-town competition	3
140753	7636	-- violence and whimsy do n't combine easily --	1
7380	301	a prince	2
106206	5608	heartache everyone	1
104487	5514	saying nothing about Kennedy 's assassination and	2
47436	2312	this sort of thing	2
132803	7160	social mobility	2
56695	2849	Dismally dull	2
59322	2992	a riot to see Rob Schneider in a young woman 's clothes	3
50160	2464	entertaining and moving	4
155244	8497	is always like that	2
40342	1931	itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension	1
3756	142	living	2
34782	1636	An elegant film	2
85555	4424	combine into one terrific story with lots of laughs	4
99174	5201	feels formulaic , its plot and pacing typical Hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe	2
129102	6943	journalist	2
13070	562	appeal	3
83017	4285	stretch on and on	2
84156	4347	perfect family film	3
142493	7734	Kurt Wimmer	2
20465	913	into its own	2
83014	4285	those monologues stretch on and on	1
145596	7914	working woman	2
47229	2301	the selection	2
87380	4532	strong and confident	3
132148	7124	survival wrapped in the heart-pounding suspense of a stylish psychological thriller	4
51182	2519	old MIB label	2
138125	7472	Every visual joke is milked	1
88382	4592	come up with a better script	1
28590	1320	differences	2
153660	8391	too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises	1
28107	1291	the compendium	2
61687	3116	swoony music	2
53052	2631	tale .	2
100805	5295	the mediocre end of the pool	1
64915	3286	have made No Such Thing	2
144002	7816	end this flawed , dazzling series with the raising of something other	3
60492	3053	classical actress	3
54454	2706	pulls back	2
32385	1518	A really good premise	3
107607	5687	the core of his being	2
27636	1268	Ford Fairlane	2
16631	717	on film	2
57983	2921	in the world	2
55042	2741	heartwarmingly	3
101379	5328	more ambitious movie	2
116956	6239	the ultimate fate	2
129465	6960	a muscle	2
43608	2111	feels uncomfortably real	3
139765	7584	may not be pleased	1
81131	4179	lyrical and celebratory vision	3
27838	1278	Auto	2
122063	6542	showcases a group of dedicated artists	3
154959	8478	Lacks the visual flair and bouncing bravado that characterizes better hip-hop clips and is content to recycle images and characters that were already tired 10 years ago .	1
84294	4356	April 2002 instalment	2
71976	3677	As much as I laughed throughout the movie	3
52403	2591	a TelePrompTer	2
107496	5680	is such a blip on the year 's radar screen that it 's tempting just to go with it for the ride .	1
116875	6236	is a vulgar	0
7565	307	by the actor	2
60838	3071	make the most	2
24579	1119	an idea of the film 's creepy , scary effectiveness	3
117885	6297	An infinitely wittier version of the Home Alone formula	3
37574	1786	lagging	1
76461	3928	enough salt	2
6674	266	a touch of John Woo bullet ballet	2
92243	4800	of Yiddish culture and language	2
91410	4755	a few nice twists	3
54854	2732	fans of the show should not consider this a diss .	2
42769	2064	neurotic energy	2
54224	2694	The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .	3
143863	7807	finding entertainment	2
59395	2996	said that Warm Water Under a Red Bridge is a poem to the enduring strengths of women	3
40975	1964	perfectly acceptable , occasionally very enjoyable children 's entertainment	3
133282	7191	from Hong Kong 's John Woo	2
83672	4325	The movie is so thoughtlessly assembled .	3
126419	6796	, no doubt , pays off what debt Miramax felt they owed to Benigni	2
22036	989	stunt	2
154658	8456	The kind of sweet-and-sour insider movie that film buffs will eat up like so much gelati .	4
125203	6727	would be consigned to the dustbin of history	1
21499	962	themselves	2
53061	2632	for juicy roles	3
74891	3839	fluids	2
78915	4060	anyone should bother remembering it	2
83565	4319	root	2
89602	4660	record the lives of women torn apart by a legacy of abuse	1
91462	4758	straddles	2
137632	7446	a florid biopic about mad queens , obsessive relationships , and rampant adultery	1
96791	5056	The story is lacking any real emotional impact , and the plot is both contrived and cliched .	0
89615	4661	ambitious but	2
81911	4226	like a glossy rehash	3
80007	4122	is often way off	1
146326	7957	are lost in the thin soup of canned humor	2
104162	5494	young children	3
21888	979	if it had been only half-an-hour long or a TV special	2
146036	7942	With Dirty Deeds	2
107585	5686	An incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .	1
38006	1807	the film 's crisp , unaffected style and air of gentle longing	4
136674	7390	You see Robin Williams and psycho killer , and you think , hmmmmm .	2
6954	278	much better	3
137588	7443	rage and	2
106515	5624	overwhelming waste	0
130348	7021	understands the workings of its spirit	3
84922	4390	from the ricocheting	2
20384	911	for the intellectual and emotional pedigree of your date and a giant step backward for a director I admire	2
132722	7155	Adams just copies from various sources -- good sources , bad mixture	1
118232	6315	genre piece	2
57220	2881	war movie compendium	2
115263	6140	Even though we know the outcome , the seesawing of the general 's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .	3
54876	2733	anyone else	2
29144	1349	is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged	1
65444	3315	those around him in the cutthroat world of children 's television	2
26234	1202	from a frothy piece	2
16476	709	Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .	4
11237	483	this film has ended	2
78400	4032	the next inevitable incarnation	2
23989	1089	like-themed	2
132522	7146	Joan 's wacky decision to stand by her man , no matter how many times he demonstrates that he 's a disloyal satyr	2
94267	4919	complex , unpredictable character	4
126604	6807	Weird ,	1
114791	6109	the `` Queen '' and less of the `` Damned	1
88297	4586	should be poignant	1
46938	2286	didactic cartoon	2
81384	4194	's just not much lurking below its abstract surface	1
129336	6954	jived with sex	2
51402	2532	the realities of gay sex	2
9717	404	Michell 's	2
67721	3439	the end it 's as sweet as Greenfingers	3
9643	402	neglecting its less conspicuous writing strength	1
149018	8108	indeed , the first half of Sorority Boys is as appalling as any ` comedy ' to ever spill from a projector 's lens	1
105248	5557	is its surreal sense of humor and technological finish	3
148338	8072	that relies on lingering terror punctuated by sudden shocks and not constant bloodshed	3
154442	8442	's a clarity of purpose and even-handedness to the film 's direction	3
44445	2154	by the time the credits roll across the pat ending	1
27248	1253	learn a nonchallenging , life-affirming lesson	2
99071	5197	is painfully bad , a fourth-rate Jim Carrey who does n't understand the difference between dumb fun and just plain dumb	0
89468	4651	Brothers-style , down-and-dirty laugher	2
60850	3072	human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film	4
55372	2763	a truly , truly bad movie	0
44235	2145	albeit half-baked	2
52695	2609	major pleasures	3
116448	6210	As with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .	1
42985	2076	today 's hottest and	3
81382	4194	biting dialogue	2
116670	6221	sub-Tarantino	2
64561	3267	with a great , fiery passion	3
47902	2336	a bad improvisation exercise ,	1
103024	5430	Alternately hilarious and sad ,	2
90075	4688	is as conventional as a Nike ad and as rebellious as spring break	2
94398	4926	in certain places	2
96444	5039	while not exactly assured in its execution	2
92869	4837	bias	1
115414	6149	the greatest natural sportsmen of modern times	4
146918	7995	crap is what I was expecting	1
10963	467	shape-shifting perils	2
142878	7754	she is unable to save the movie	0
61465	3107	the visuals and enveloping sounds	2
130276	7017	point the way for adventurous Indian filmmakers toward a crossover	3
10679	452	fanciful	3
93650	4883	moronic stunts	2
75042	3848	is achingly honest and delightfully cheeky .	3
6622	264	One senses	3
133971	7229	that acting transfigures Esther	3
34506	1620	silly subplots	1
127668	6866	understated piece of filmmaking	3
137741	7454	, No Such Thing is a big letdown .	2
119102	6366	Personal Velocity ought to be exploring these women 's inner lives , but it never moves beyond their surfaces .	2
127592	6863	Baby-faced	2
81018	4175	swan	2
145717	7920	of the flesh	3
68964	3503	Besson	2
25729	1175	anonymity	2
28808	1336	Western action films	2
114532	6092	make this a charmer .	4
27481	1262	, original	3
17759	770	international	2
128216	6899	Shrek '' or `` Monsters , Inc.	2
90741	4723	a Russian mail-order bride who comes to America speaking not a word of English	2
35841	1691	a female friendship	2
71278	3636	a worthwhile topic	3
93812	4893	that is often quite rich and exciting	4
20946	935	leads to the video store	2
21134	946	known	2
96853	5062	Bouquet gives a performance that is masterly .	4
120944	6474	, I hate it .	0
81982	4229	gets harder and harder to understand her choices	1
13568	582	overcome bad hair design	1
89459	4651	A sour attempt at making a Farrelly Brothers-style , down-and-dirty laugher for the female set .	1
118683	6344	's a hoot watching The Rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire	3
60368	3048	the barn-burningly bad movie it promised it would be	1
27918	1281	as conventional	2
39609	1890	can certainly not be emphasized enough	2
145073	7881	manages the rare trick of seeming at once both refreshingly different and reassuringly familiar	3
2381	91	one problem	2
15889	682	experimental enough	2
43629	2112	non-exploitive approach	3
139706	7580	not scary , not smart and not engaging	1
136903	7405	's up to you to decide whether to admire these people 's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of American life .	1
135851	7337	rider	2
70399	3588	to do with 94 minutes	3
94072	4908	not-so-funny gags , scattered moments of lazy humor	1
134398	7249	usually dread encountering the most	1
19948	884	resistance and artistic transcendence	3
113389	6024	at its utterly misplaced earnestness	0
112649	5982	This new movie version of the Alexandre Dumas classic	2
36692	1737	of incoherence and redundancy	2
49047	2395	Witherspoon puts to rest her valley-girl image ,	2
96013	5016	opening the man 's head and heart	2
89747	4670	effectively combines two surefire , beloved genres	4
141835	7694	is a young artist 's thoughtful consideration of fatherhood	3
21819	977	showcase	2
117155	6251	gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .	3
37680	1791	, the production works more often than it does n't .	3
8558	354	to be a Hollywood satire but winds up as the kind of film that should be the target of something	1
88731	4609	Kunis	2
80660	4153	American Indian Spike Lee	2
